Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
AVHI,Common Stock,Achari Ventures Holdings Corp I,"AV Homes, Inc. participates in the home construction and community development businesses in the Florida, Carolinas, Arizona and Texas markets. The company is headquartered in Scottsdale, Arizona.",1844507,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"60 WALNUT AVENUE, SUITE 400, CLARK, NJ, US",December,6/30/23,33485900,None,None,None,-1.863,0,0,-0.18,0,0,0,-0.0309,0,0,0,-0.18,0,0,None,-,-,-,-,-,-,None,10.94,10.02,10.71,10.53,3138300,None,None
ACMR,Common Stock,Acm Research Inc,"ACM Research, Inc. develops, manufactures and sells single wafer wet cleaning equipment to improve the manufacturing process and performance of embedded chips globally. The company is headquartered in Fremont, California.",1680062,NASDAQ,USD,USA,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC","42307 OSGOOD ROAD, SUITE I, FREMONT, CA, US",December,6/30/23,1057596000,94365000,16.31,None,11.54,0,0,1.08,7.73,0.145,0.19,0.0458,0.103,461084000,183615000,1.08,1.228,0.385,22.46,16.31,13.5,1.585,0.809,0.474,2.273,1.097,19.99,5.46,15.02,11.98,55001000,None,None
ALGM,Common Stock,Allegro Microsystems Inc,"Allegro MicroSystems, Inc. designs, develops, manufactures and markets sensor integrated circuits (ICs) and analog power ICs for specific applications for motion control and energy efficient systems. The company is headquartered in Manchester, New Hampshire.",866291,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"955 PERIMETER ROAD, MANCHESTER, NH, US",March,6/30/23,7385314000,309679000,31.47,None,5.34,0,0,1.22,5.4,0.23,0.248,0.148,0.266,1034193000,411802000,1.22,5.2,0.278,55.33,31.47,26.11,6.95,7.65,7.1,31.61,1.713,53.05,19.8,43.61,39.7,192376000,None,None
AMSF,Common Stock,AMERISAFE Inc,"AMERISAFE, Inc., an insurance holding company, writes workers' compensation insurance in the United States. The company is headquartered in DeRidder, Louisiana.",1018979,NASDAQ,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE","2301 HIGHWAY 190 WEST, DERIDDER, LA, US",December,6/30/23,966864000,81610000,14.87,1.88,17.77,1.3,0.0267,3.39,15.94,0.213,0.263,0.0374,0.179,305310000,94356000,3.39,1.546,0.112,56.67,14.87,19.42,3.3,2.589,2.982,-,0.357,59.01,43.85,52.48,52.65,19180000,9/22/23,9/7/23
ALEC,Common Stock,Alector Inc,"Alector, Inc., a clinical-stage biopharmaceutical company, develops therapies for the treatment of neurodegenerative diseases. The company is headquartered in South San Francisco, California.",1653087,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","151 OYSTER POINT BLVD., SUITE 300, SOUTH SAN FRANCISCO, CA, US",December,6/30/23,466935000,-151324992,None,None,2.342,0,0,-1.71,1.231,-1.402,-1.537,-0.123,-0.59,102055000,-76801000,-1.71,-0.863,-0.296,15.29,-,526.32,5.49,3.065,0.465,-0.477,0.713,10.07,4.98,6.55,7.51,83830000,None,None
AGAE,Common Stock,Allied Gaming & Entertainment Inc.,"Allied Gaming & Entertainment Inc. provides entertainment and gaming products globally. The company is headquartered in Irvine, California.",1708341,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-AMUSEMENT & RECREATION SERVICES,"17877 VON KARMAN AVENUE, SUITE 300, IRVINE, CA, US",December,6/30/23,36449200,-7141344,None,None,2.256,0,0,-0.16,0.189,-0.824,-1.157,-0.0551,-0.0681,7244100,1248300,-0.16,0,1.823,3.5,-,-,5.63,0.446,5.21,-3.851,1.323,1.49,0.81,0.973,1.108,37004300,None,None
APVO,Common Stock,Aptevo Therapeutics Inc,"Aptevo Therapeutics Inc., a clinical-stage biotechnology company, focuses on developing immunotherapeutic candidates for the treatment of various forms of cancer in the United States. The company is headquartered in Seattle, Washington.",1671584,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"2401 4TH AVE., SUITE 1050, SEATTLE, WA, US",December,6/30/23,3647300,-30691000,None,0,2.155,0,0,-3.56,0,0,0,-0.58,-0.972,0,3114000,-3.56,0,-1,12,-,3.945,1.607,0.814,0.122,-0.0345,5.23,3.91,0.3,0.539,1.576,11523700,3/27/20,None
ASLE,Common Stock,AerSale Corp,"AerSale Corporation provides aftermarket commercial aircraft, engines and their parts to cargo and passenger airlines, leasing companies, original equipment manufacturers, and government and defense contractors, as well as level-level maintenance, repair and overhaul (MRO) service providers. world. The company is headquartered in Coral Gables, Florida.",1754170,NASDAQ,USD,USA,TRADE & SERVICES,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES","750 LEXINGTON AVENUE, SUITE 1501, NEW YORK, NY, US",December,6/30/23,782508000,3995000,None,None,8.75,0,0,-0.05,5.72,-0.0085,-0.0215,-0.0074,-0.0055,293727000,152251000,-0.05,-1,-0.503,18,-,10.28,1.804,1.75,1.822,11.28,0.378,21.37,10.39,14.04,16.06,51329000,None,None
BCPC,Common Stock,Balchem Corporation,"Balchem Corporation develops, manufactures, and markets specialty ingredients and performance products for the nutritional, food, pharmaceutical, animal health, medical device sterilization, plant nutrition, and industrial markets in the United States and internationally. The company is headquartered in New Hampton, New York.",9326,NASDAQ,USD,USA,LIFE SCIENCES,CHEMICALS & ALLIED PRODUCTS,"52 SUNRISE PARK ROAD, NEW HAMPTON, NY, US",December,6/30/23,4059958000,200155000,41.02,8.29,31.23,0.71,0.0058,3.07,29.34,0.106,0.155,0.0564,0.104,940590000,280451000,3.07,0.011,-0.023,157,41.02,31.55,4.272,4.633,4.953,23.2,0.697,143.68,116.67,133.69,129.91,32239800,1/20/23,12/23/22
ASMB,Common Stock,Assembly Biosciences Inc,"Assembly Biosciences, Inc. is a clinical-stage biotechnology company in the United States. The company is headquartered in South San Francisco, California.",1426800,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"99 HUDSON STREET, 5TH FLOOR, NEW YORK, NY, US",December,6/30/23,46511000,-82821000,None,0,1.048,0,0,-1.64,0,0,0,-0.496,-0.91,0,-63895000,-1.64,0,-1,3,-,-,10.15,0.557,5.85,0.515,0.742,1.79,0.77,0.991,1.153,52614000,None,None
BRID,Common Stock,Bridgford Foods Corporation,"Bridgford Foods Corporation manufactures, markets and distributes frozen, refrigerated food and snack products in the United States. ",14177,NASDAQ,USD,USA,MANUFACTURING,SAUSAGES & OTHER PREPARED MEAT PRODUCTS,"1308 N PATT ST, P O BOX 3773, ANAHEIM, CA, US",November,5/31/23,101025000,10753000,2.182,0,14.11,0,0,5.1,27.94,0.0174,0.0169,0.0152,0.036,253628000,68163000,5.1,-0.983,-0.09,7.93,2.182,-,0.435,0.931,0.36,1.5,-0.519,15.29,10.03,11.56,12.25,9076800,12/24/12,11/23/12
BTM,Common Stock,Bitcoin Depot Inc.,"Bitcoin Depot Inc. owns and operates a network of cryptocurrency kiosks in North America. The company is headquartered in Atlanta, Georgia.",1901799,NASDAQ,USD,USA,FINANCE,FINANCE SERVICES,"4 VILLAGE ROW, NEW HOPE, PA, US",December,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,11.15,2.16,0,0,0,None,None
APOG,Common Stock,Apogee Enterprises Inc,"Apogee Enterprises, Inc. designs and develops glass and metal products and services in the United States, Canada, and Brazil. The company is headquartered in Minneapolis, Minnesota.",6845,NASDAQ,USD,USA,MANUFACTURING,"GLASS PRODUCTS, MADE OF PURCHASED GLASS","4400 WEST 78TH STREET, SUITE 520, MINNEAPOLIS, MN, US",February,8/31/23,1067673000,176436000,10.63,1.57,19.91,0.94,0.0204,4.55,65.33,0.0707,0.0945,0.0907,0.256,1427340000,302361000,4.55,-0.095,-0.05,53,10.63,12.82,0.714,2.852,0.929,11.31,1.168,51.69,36.44,48.84,45.03,22077600,7/27/23,7/11/23
BLDE,Common Stock,Blade Air Mobility Inc,"Blade Air Mobility, Inc. offers air transportation alternatives to congested land routes in the United States and internationally. The company is headquartered in New York, New York.",1779128,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"100 ST. PAUL STREET, SUITE 800, DENVER, CO, US",December,6/30/23,231980000,-42369000,None,None,3.564,0,0,-0.62,2.638,-0.248,-0.259,-0.0956,-0.17,190117000,22275000,-0.62,0,0.712,8.1,-,-,1.779,1.227,2.408,-5.2,-0.21,5.09,2.51,3.768,3.781,74115000,None,None
ANIK,Common Stock,Anika Therapeutics Inc,"Anika Therapeutics, Inc., is a joint preservation company in the United States, Europe, and internationally. The company is headquartered in Bedford, Massachusetts.",898437,NASDAQ,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"32 WIGGINS AVENUE, BEDFORD, MA, US",December,6/30/23,280478000,-19688000,None,3.187,18.7,0,0,-1.51,11.07,-0.137,-0.209,-0.0621,-0.0792,162112000,96775000,-1.51,-0.505,0.117,26.33,-,78.74,2.81,1.571,2.565,-60.33,0.781,32.51,16.54,19.82,26.06,14631100,None,None
AXDX,Common Stock,Accelerate Diagnostics Inc,"Accelerate Diagnostics, Inc., an in vitro diagnostic company, offers solutions for diagnosing serious infections in the United States, Europe, and the Middle East. The company is headquartered in Tucson, Arizona.",727207,NASDAQ,USD,USA,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,"303 E 17TH AVE, SUITE 108, DENVER, CO, US",December,6/30/23,74139000,-54386000,None,-0.55,-2.693,0,0,-7.75,1.187,0,-4.935,-0.663,0,11665000,3303000,-7.75,0,-0.243,9,-,-,5.13,-,7.3,-1.541,1.181,17.8,4.501,6.61,6.73,14368000,None,None
ALTO,Common Stock,Alto Ingredients Inc,"Alto Ingredients, Inc. produces and markets specialty alcohols and essential ingredients in the United States. The company is headquartered in Sacramento, California.",778164,NASDAQ,USD,USA,LIFE SCIENCES,INDUSTRIAL ORGANIC CHEMICALS,"400 CAPITOL MALL, SUITE 2060, SACRAMENTO, CA, US",December,6/30/23,275562000,-34279000,None,None,3.962,0,0,-0.96,17.79,-0.0514,-0.0449,-0.0726,-0.201,1296502000,-27550000,-0.96,-0.662,-0.124,6.5,-,25.19,0.146,0.678,0.185,4.676,2.482,4.54,1.2,3.6,2.773,75911000,None,None
AWH,Common Stock,Aspira Womens Health Inc,"Aspira Women's Health Inc. discovers, develops, and markets diagnostic and bioassay solutions that help physicians diagnose, treat, and improve gynecologic health outcomes for women in the United States. The company is headquartered in Austin, Texas.",926617,NASDAQ,USD,USA,LIFE SCIENCES,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,"12117 BEE CAVES ROAD BUILDING THREE, SUITE 100, AUSTIN, TX, US",December,6/30/23,53235000,-25130000,None,0,-0.062,0,0,-2.14,1.1,-1.998,-2.811,-1,-2.655,9032000,4319000,-2.14,0,0.206,4.8,-,-,5.55,4.062,3.552,-0.781,2.797,9.6,2.309,3.797,4.923,10198300,None,None
BTMD,Common Stock,biote Corp,"biote corp. The company is headquartered in Irvine, Texas.",1819253,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"650 FIFTH AVENUE FLOOR 10, NEW YORK, NY, US",December,6/30/23,359084000,13157000,None,None,-1.674,0,0,-0.4,13.04,-0.0571,0.0668,0.0593,0,180555000,90579000,-0.4,0.058,0.191,9.67,-,7.2,0.229,2.96,0.495,1.442,0.771,8.22,2.75,6.25,5.24,27723100,None,None
AMLX,Common Stock,Amylyx Pharmaceuticals Inc,None,1658551,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"43 THORNDIKE STREET, CAMBRIDGE, MA, US",December,6/30/23,1259963000,-80294000,None,None,5.74,0,0,-1.21,2.975,-0.38,-0.423,-0.149,-0.252,191874000,-74213000,-1.21,0,0.211,47.4,-,-,6725.48,16.4,6394.78,-11.61,None,41.93,17.8,21.09,28.29,67378000,None,None
AEHR,Common Stock,Aehr Test Systems,"Aehr Test Systems primarily designs, designs, manufactures and sells test and burn equipment for use in the semiconductor industry in the United States, Asia and Europe. The company is headquartered in Fremont, California.",1040470,NASDAQ,USD,USA,LIFE SCIENCES,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,"400 KATO TERRACE, FREMONT, CA, US",May,5/31/23,1306680000,13825000,92.71,5.92,2.649,0,0,0.49,2.338,0.224,0.206,0.104,0.23,64961000,23665000,0.49,0.017,0.098,60,92.71,-,11.43,13.02,11.37,66.35,2.027,54.1,13.61,47.12,35.96,28762500,None,None
BMBL,Common Stock,Bumble Inc,"Bumble Inc. offers online dating and social media platforms in North America, Europe, and internationally. The company is headquartered in Austin, Texas.",1830043,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","1105 WEST 41ST STREET, AUSTIN, TX, US",December,6/30/23,3172218000,108161000,None,None,12.2,0,0,-0.71,7.4,-0.125,0.0398,0.0065,-0.0507,976950000,654132000,-0.71,-0.926,0.185,23.71,-,138.89,4.864,1.792,3.803,23.73,1.871,27.92,14.15,17.5,19.87,136517000,None,None
AVO,Common Stock,Mission Produce Inc,"Mission Produce, Inc. is engaged in the sourcing, production, and distribution of avocados in the United States and internationally. The company is headquartered in Oxnard, California.",1802974,NASDAQ,USD,USA,LIFE SCIENCES,AGRICULTURAL SERVICES,"2710 CAMINO DEL SOL, OXNARD, CA, US",October,4/30/23,642733000,48000000,None,None,6.94,0,0,-0.5,13.95,-0.0375,0.0184,0.0124,-0.0757,985800000,89800000,-0.5,0,-0.205,17.67,-,17.92,1.002,1.956,1.196,20.25,0.488,16.96,8.55,11.24,12.13,70786000,None,None
BUSE,Common Stock,First Busey Corp,"First Busey Corporation is the banking holding company for Busey Bank offering retail and commercial banking products and services to individual, corporate, institutional and government clients in the United States. The company is headquartered in Champaign, Illinois.",314489,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,"201 W MAIN STREET, URBANA, IL, US",December,6/30/23,1059194000,None,7.88,3.05,21.74,0.94,0.0498,2.43,8.25,0.298,0.413,0.0111,0.115,457050000,445618000,2.43,-0.019,0.007,24,7.88,9.2,3.109,1.249,-,-,0.861,27.07,16.09,20.67,21.36,55282000,7/28/23,7/20/23
AMPH,Common Stock,Amphastar P,"Amphastar Pharmaceuticals, Inc., a specialty pharmaceutical company, develops, manufactures, markets, and sells generic and proprietary injectable, inhalation, and intranasal products in the United States, China, and France. The company is headquartered in Rancho Cucamonga, California.",1297184,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"11570 SIXTH STREET, RANCHO CUCAMONGA, CA, US",December,6/30/23,2271785000,157301000,23.97,2.77,12.07,0,0,1.94,11.18,0.189,0.243,0.0781,0.187,540886000,248860000,1.94,0.485,0.18,69,23.97,-,2.839,2.79,2.74,10.12,0.837,67.66,26.76,54.38,42.76,48855600,None,None
ADI,Common Stock,Analog Devices Inc,"Analog Devices, Inc. (ADI), also known simply as Analog, is an American multinational semiconductor company specializing in data conversion, signal processing and power management technology, headquartered in Wilmington, Massachusetts.",6281,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"ONE TECHNOLOGY WAY, NORWOOD, MA, US",October,7/31/23,86113640000,6693482000,23.54,1.526,72.05,3.34,0.02,7.34,25.37,0.292,0.34,0.0547,0.103,12836771000,7803870000,7.34,0.208,-0.011,200.29,23.54,17.06,7.04,2.398,7.71,16.54,1.167,199.15,131.02,182.99,181.79,498314000,9/14/23,9/1/23
ALGN,Common Stock,Align Technology Inc,"Align Technology is a manufacturer of 3D digital scanners and the Invisalign clear aligners used in orthodontics. It is headquartered in San Jose, California.",1097149,NASDAQ,USD,USA,LIFE SCIENCES,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES","2820 ORCHARD PARKWAY, SAN JOSE, CA, US",December,6/30/23,23088685000,713589000,73.58,10.8,47.54,0,0,4.1,48.37,0.084,0.154,0.0602,0.0868,3737183000,2636675000,4.1,0.015,0.034,397.92,73.58,25.06,4.083,4.14,3.707,16.42,1.629,413.2,172.05,345.96,311.05,76534000,None,None
ANTX,Common Stock,AN2 Therapeutics Inc,"Anthem, Inc., is a health benefits company in the United States. The company is headquartered in Indianapolis, Indiana.",1880438,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"1800 EL CAMINO REAL, SUITE D, MENLO PARK, CA, US",December,6/30/23,453020000,None,None,None,4.002,0,0,-3.49,0,0,0,-0.325,-0.533,0,0,-3.49,0,0,24,-,-,-,1.816,-,-2.338,None,21.04,4.87,9.58,9.46,29706200,None,None
BENF,Common Stock,Beneficient Class A Common Stock,"Beneficient, a technology-enabled financial service company, provides liquidity solutions to participants in the alternative asset industry. The company is headquartered in Dallas, Texas.",1775734,NASDAQ,USD,USA,FINANCE,FINANCE SERVICES,"325 NORTH ST. PAUL STREET, SUITE 4850, DALLAS, TX, UNITED STATES",December,0000-00-00,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,11.05,1.69,0,0,0,None,None
APEI,Common Stock,American Public Education Inc,"American Public Education, Inc. offers postsecondary education online and on campus. The company is headquartered in Charles Town, West Virginia.",1201792,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-EDUCATIONAL SERVICES,"111 W CONGRESS STREET, CHARLES TOWN, WV, US",December,6/30/23,89050000,27968000,None,1.636,13.8,0,0,-3.78,32.08,-0.112,-0.006,-0.0037,-0.224,598876000,317856000,-3.78,-0.429,-0.016,8,-,24.57,0.42,0.809,0.607,-4.448,0.771,14.22,3.76,5.2,7.48,17774400,None,None
APDN,Common Stock,Applied DNA Sciences Inc,"Applied DNA Sciences, Inc. develops and markets DNA-based technology solutions for use in the pre-clinical drug development and manufacturing markets based on nucleic acid-based in vitro diagnostics; and for supply chain security, anti-counterfeiting, and anti-theft technology applications in the United States, Europe, and Asia. The company is headquartered in Stony Brook, New York.",744452,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-MISCELLANEOUS BUSINESS SERVICES,"50 HEALTH SCIENCES DRIVE, STONY BROOK, NY, US",September,6/30/23,16800000,-9674527,None,0,0.562,0,0,-0.49,1.291,-0.435,-0.683,-0.498,-1.011,16147000,5053600,-0.49,0,-0.321,3.5,-,-,1.029,2.635,0.822,-1.226,0.588,3.2,0.97,1.421,1.335,13658500,11/1/19,None
ADER,Common Stock,26 Capital Acquisition Corp,"26 Capital Acquisition Corp. The company is headquartered in Miami, Florida.",1822912,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"700 BRICKELL AVENUE SUITE 1550, MIAMI, FL, US",December,6/30/23,116552000,None,None,None,-2.612,0,0,-0.37,0,0,0,-0.047,0,0,0,-0.37,-0.397,0,None,-,-,-,1.359,-,-71.5,0.0493,11.55,9.85,11.11,10.55,3430200,None,None
BLNK,Common Stock,Blink Charging Co,"Blink Charging Co. owns, operates and provides electric vehicle (EV) charging equipment and network EV charging services in the United States. The company is headquartered in Miami Beach, Florida.",1429764,NASDAQ,USD,USA,MANUFACTURING,"POWER, DISTRIBUTION & SPECIALTY TRANSFORMERS","407 LINCOLN ROAD, SUITE 704, MIAMI BEACH, FL, US",December,6/30/23,256605000,-107517000,None,None,5.01,0,0,-2.31,1.715,-1.325,-1.26,-0.174,-0.408,94363000,17915000,-2.31,0,1.859,16.89,-,-,13.98,2.348,12.47,-7.69,2.683,18.47,2.875,5.7,8.71,63991000,8/29/17,None
BATRA,Common Stock,Atlanta Braves Holdings Inc. Series A Common Stock,"Liberty Braves Group, through its subsidiary, Braves Holdings, LLC, owns the Atlanta Braves Major League Baseball Club (ANLBC), assets and liabilities associated with the ANLBC stadium and mixed-use development project. ",1958140,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-AMUSEMENT & RECREATION SERVICES,"12300 LIBERTY BOULEVARD, ENGLEWOOD, CO, UNITED STATES",December,6/30/23,2243458000,34497000,None,-0.96,3.412,0,0,-2.96,10.01,-0.262,-0.0578,-0.0134,-0.305,617801000,588000000,-2.96,-0.795,0.079,57.5,-,333.33,2.67,5.15,3.405,14.65,0.919,54.94,28,42.68,38,10318200,None,2/10/22
BSGM,Common Stock,Biosig Technologies Inc,"BioSig Technologies, Inc. is a medical device company. The company is headquartered in Westport, Connecticut.",1530766,NASDAQ,USD,USA,LIFE SCIENCES,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,"54 WILTON ROAD, 2ND FLOOR, WESTPORT, CT, US",December,6/30/23,36973700,-31435000,None,0,0.003,0,0,-0.48,0.005,0,-115.56,-2.912,-8.51,275000,242000,-0.48,0,-0.375,4.05,-,-,136.2,12.17,139.76,-0.766,1.359,1.65,0.251,0.668,0.965,76868000,9/11/18,None
BRZE,Common Stock,Braze Inc,None,1676238,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"330 WEST 34TH STREET, FLOOR 18, NEW YORK, NY, US",January,4/30/23,4588541000,-148108992,None,None,4.492,0,0,-1.51,3.983,-0.364,-0.396,-0.131,-0.303,379711000,239608000,-1.51,0,0.313,45.6,-,-,9.01,5.84,7.01,-15.28,None,50.13,22.54,42.66,33.77,63843000,None,None
AMPL,Common Stock,Amplitude Inc,None,1866692,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"201 THIRD STREET, SUITE 200, SAN FRANCISCO, CA, US",December,6/30/23,1427389000,-96350000,None,None,2.459,0,0,-0.92,2.292,-0.386,-0.39,-0.148,-0.343,261116000,167625000,-0.92,0,0.166,13,-,-,6.53,5.1,5.71,-14.4,None,17.73,8.5,11.34,12.04,82408000,None,None
BYNO,Common Stock,Bynordic Acquisition Corp,"byNordic Acquisition Corporation is focused on effecting a merger, equity exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more companies. The company is headquartered in Malm, Sweden.",1801417,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"EINAR HANSENS ESPLANAD 29, MALMO, SE",December,6/30/23,111087000,None,63.59,None,-0.328,0,0,0.17,0,0,0,-0.0044,0,0,0,0.17,0,0,None,63.59,-,-,1.413,-,-299.41,None,11.63,9.97,10.63,10.4,4526300,None,None
